1,2
2,6
3,10
4,10
5,11
6,12
7,14
8,15
9,15
10,20
11,23
12,25
13,31
14,35
15,40
16,51
17,59
18,72
19,86
20,103
21,113
22,125
23,144
24,158
25,168
26,178
27,194
28,227
29,240
30,259
31,289
32,317
33,350
34,380
35,412
36,442
37,488
38,528
39,561
40,605
41,640
42,667
43,697
44,727
45,762
46,798
47,830
48,873
49,918
50,945
51,981
52,1013
53,1056
54,1096
55,1141
56,1197
57,1255
58,1301
59,1362
60,1419
61,1470
62,1506
63,1544
64,1597
65,1665
66,1728
67,1776
68,1852
69,1918
70,1974
71,2043
72,2097
73,2159
74,2211
75,2250
76,2294
77,2359
78,2428
79,2485
80,2544
81,2614
82,2682
83,2739
84,2797
85,2860
86,2936
87,3040
88,3112
89,3188
90,3259
91,3338
92,3414
93,3507
94,3606
95,3714
96,3809
97,3883
98,3973
99,4044
100,4111
101,4170
102,4240
103,4320
104,4396
105,4485
106,4569
107,4649
108,4773
109,4863
110,4948
111,5038
112,5122
113,5226
114,5340
115,5436
116,5554
117,5643
118,5714
119,5792
120,5868
121,5953
122,5999
123,6078
124,6157
125,6259
126,6338
127,6416
128,6517
129,6622
130,6714
131,6805
132,6888
133,6970
134,7049
135,7119
136,7191
137,7258
138,7308
139,7368
140,7411
141,7456
142,7494
143,7526
144,7566
145,7617
146,7659
147,7712
148,7747
149,7791
150,7811
151,7850
152,7870
153,7908
154,7936
155,7960
156,7982
157,7997
158,8020
159,8033
160,8047
161,8072
162,8085
163,8089
164,8094
165,8098
166,8100
167,8103
168,8104
169,8105
170,8105
171,8105
172,8106
