1,2
2,4
3,5
4,5
5,6
6,9
7,15
8,19
9,25
10,32
11,35
12,42
13,45
14,48
15,50
16,52
17,54
18,57
19,58
20,64
21,76
22,83
23,96
24,103
25,110
26,121
27,133
28,142
29,146
30,156
31,169
32,180
33,190
34,200
35,211
36,221
37,232
38,240
39,249
40,260
41,283
42,303
43,321
44,335
45,350
46,373
47,393
48,400
49,418
50,434
51,455
52,471
53,496
54,524
55,555
56,576
57,593
58,624
59,645
60,664
61,690
62,716
63,744
64,765
65,794
66,831
67,851
68,874
69,898
70,926
71,955
72,979
73,993
74,1019
75,1046
76,1077
77,1106
78,1129
79,1157
80,1175
81,1201
82,1240
83,1264
84,1295
85,1326
86,1359
87,1395
88,1422
89,1451
90,1480
91,1514
92,1553
93,1579
94,1610
95,1633
96,1663
97,1697
98,1739
99,1770
100,1801
101,1832
102,1864
103,1913
104,1952
105,1979
106,2018
107,2056
108,2092
109,2129
110,2160
111,2198
112,2242
113,2282
114,2327
115,2362
116,2403
117,2443
118,2479
119,2515
120,2565
121,2626
122,2694
123,2737
124,2777
125,2831
126,2893
127,2934
128,2984
129,3029
130,3071
131,3130
132,3176
133,3221
134,3266
135,3305
136,3361
137,3413
138,3466
139,3512
140,3559
141,3612
142,3665
143,3705
144,3745
145,3795
146,3840
147,3878
148,3921
149,3975
150,4035
151,4086
152,4153
153,4199
154,4254
155,4307
156,4369
157,4418
158,4490
159,4543
160,4609
161,4664
162,4726
163,4781
164,4854
165,4919
166,4974
167,5043
168,5119
169,5174
170,5233
171,5277
172,5326
173,5380
174,5433
175,5513
176,5566
177,5618
178,5670
179,5724
180,5783
181,5851
182,5907
183,5968
184,6037
185,6088
186,6129
187,6194
188,6250
189,6289
190,6320
191,6362
192,6410
193,6467
194,6507
195,6547
196,6604
197,6642
198,6686
199,6728
200,6780
201,6827
202,6865
203,6899
204,6927
205,6964
206,7001
207,7037
208,7070
209,7109
210,7140
211,7184
212,7210
213,7241
214,7268
215,7294
216,7315
217,7340
218,7365
219,7393
220,7432
221,7458
222,7488
223,7515
224,7549
225,7573
226,7587
227,7602
228,7623
229,7644
230,7658
231,7675
232,7690
233,7711
234,7725
235,7741
236,7756
237,7764
238,7786
239,7797
240,7805
241,7818
242,7833
243,7846
244,7861
245,7876
246,7887
247,7901
248,7915
249,7923
250,7925
251,7930
252,7933
253,7940
254,7941
255,7944
256,7944
257,7945
258,7947
259,7947
260,7950
261,7950
262,7950
263,7950
264,7950
265,7950
266,7950
267,7950
268,7950
269,7950
270,7950
271,7950
272,7950
273,7950
274,7950
275,7950
276,7950
277,7950
278,7950
279,7950
280,7950
281,7950
282,7950
283,7950
284,7950
285,7950
286,7950
287,7950
288,7950
289,7950
290,7950
291,7950
292,7950
293,7950
294,7950
295,7950
296,7950
297,7950
298,7950
299,7950
300,7950
301,7950
302,7950
303,7950
304,7950
305,7950
306,7950
307,7950
308,7950
309,7950
310,7950
311,7950
312,7950
313,7950
314,7950
315,7950
316,7950
317,7950
318,7950
319,7950
320,7950
321,7950
322,7950
323,7950
324,7950
325,7950
326,7950
327,7950
328,7950
329,7950
330,7950
331,7950
332,7950
333,7950
334,7950
335,7950
336,7950
337,7950
338,7950
339,7950
340,7950
341,7950
342,7950
343,7950
344,7950
345,7950
346,7950
347,7950
348,7950
349,7950
350,7950
351,7950
352,7950
353,7950
354,7950
355,7950
356,7950
357,7950
358,7950
359,7950
360,7950
361,7950
362,7950
363,7950
364,7950
365,7950
366,7950
367,7950
368,7950
369,7950
370,7950
371,7950
372,7950
373,7950
374,7950
375,7950
376,7950
377,7950
378,7950
379,7950
380,7950
381,7950
382,7950
383,7950
384,7950
385,7950
386,7950
387,7950
388,7950
389,7950
390,7950
391,7950
392,7950
393,7950
394,7950
395,7950
396,7950
397,7950
398,7950
399,7950
400,7950
