1,2
2,6
3,7
4,8
5,10
6,22
7,37
8,48
9,68
10,87
11,110
12,132
13,152
14,167
15,177
16,182
17,193
18,215
19,230
20,253
21,263
22,281
23,295
24,313
25,334
26,356
27,369
28,384
29,403
30,431
31,457
32,485
33,517
34,563
35,604
36,652
37,691
38,723
39,752
40,783
41,822
42,858
43,897
44,939
45,983
46,1030
47,1097
48,1144
49,1197
50,1262
51,1316
52,1370
53,1428
54,1477
55,1524
56,1561
57,1602
58,1652
59,1705
60,1759
61,1840
62,1894
63,1957
64,2041
65,2096
66,2150
67,2220
68,2299
69,2365
70,2443
71,2511
72,2579
73,2641
74,2744
75,2843
76,2932
77,3004
78,3099
79,3193
80,3262
81,3336
82,3360
83,3399
84,3430
85,3459
86,3497
87,3536
88,3569
89,3594
90,3626
91,3670
92,3724
93,3761
94,3793
95,3843
96,3886
97,3936
98,3981
99,4023
100,4081
101,4138
102,4182
103,4246
104,4295
105,4343
106,4378
107,4431
108,4480
109,4537
110,4579
111,4629
112,4667
113,4708
114,4761
115,4811
116,4863
117,4903
118,4948
119,4992
120,5027
121,5069
122,5105
123,5156
124,5199
125,5237
126,5290
127,5334
128,5387
129,5443
130,5497
131,5545
132,5594
133,5640
134,5685
135,5718
136,5766
137,5819
138,5866
139,5907
140,5955
141,6001
142,6049
143,6093
144,6135
145,6177
146,6225
147,6268
148,6319
149,6346
150,6379
151,6407
152,6452
153,6481
154,6521
155,6563
156,6590
157,6623
158,6668
159,6698
160,6730
161,6761
162,6786
163,6822
164,6860
165,6889
166,6920
167,6950
168,6980
169,7011
170,7038
171,7070
172,7090
173,7118
174,7156
175,7181
176,7204
177,7232
178,7261
179,7296
180,7326
181,7352
182,7389
183,7414
184,7432
185,7460
186,7475
187,7498
188,7518
189,7543
190,7558
191,7584
192,7599
193,7631
194,7654
195,7675
196,7688
197,7712
198,7723
199,7736
200,7757
201,7772
202,7788
203,7807
204,7820
205,7832
206,7845
207,7851
208,7855
209,7862
210,7873
211,7881
212,7889
213,7896
214,7902
215,7913
216,7920
217,7929
218,7939
219,7947
220,7954
221,7962
222,7967
223,7979
224,7985
225,7993
226,8003
227,8009
228,8014
229,8019
230,8029
231,8033
232,8036
233,8044
234,8048
235,8049
236,8053
237,8058
238,8060
239,8060
240,8061
241,8062
242,8063
