1,2
2,5
3,6
4,8
5,10
6,17
7,30
8,42
9,55
10,63
11,68
12,70
13,78
14,92
15,111
16,130
17,151
18,159
19,173
20,203
21,215
22,238
23,256
24,273
25,300
26,317
27,341
28,366
29,392
30,413
31,426
32,452
33,484
34,539
35,560
36,597
37,625
38,641
39,676
40,705
41,728
42,755
43,775
44,817
45,860
46,906
47,961
48,999
49,1050
50,1101
51,1148
52,1201
53,1250
54,1296
55,1344
56,1404
57,1459
58,1530
59,1597
60,1657
61,1724
62,1774
63,1829
64,1904
65,1975
66,2040
67,2130
68,2216
69,2289
70,2369
71,2438
72,2515
73,2603
74,2693
75,2763
76,2839
77,2910
78,2994
79,3067
80,3149
81,3234
82,3295
83,3362
84,3447
85,3518
86,3604
87,3673
88,3761
89,3837
90,3914
91,3971
92,4063
93,4154
94,4232
95,4347
96,4432
97,4515
98,4598
99,4699
100,4778
101,4867
102,4935
103,5029
104,5114
105,5219
106,5306
107,5402
108,5489
109,5578
110,5638
111,5714
112,5809
113,5902
114,5984
115,6065
116,6152
117,6239
118,6316
119,6408
120,6502
121,6585
122,6653
123,6731
124,6813
125,6881
126,6952
127,7019
128,7087
129,7142
130,7191
131,7239
132,7297
133,7347
134,7407
135,7490
136,7544
137,7592
138,7632
139,7665
140,7714
141,7752
142,7788
143,7820
144,7852
145,7884
146,7918
147,7953
148,7972
149,7987
150,7999
151,8023
152,8042
153,8058
154,8074
155,8098
156,8118
157,8132
158,8137
159,8140
160,8148
161,8152
162,8153
163,8155
164,8155
165,8159
166,8161
